170407,Medium
170501,Medium
170502,Medium
170503,Medium
170504,Medium
180103,Medium
180106,Medium
180109,Medium
180302,Medium
180303,Medium
180601,Medium
180607,Medium
180611,Medium
190105,Medium
190106,Medium
190113,Medium
190211,Medium
190301,Medium
190302,Medium
190303,Medium
190304,Medium
190307,Medium
190311,Medium
190312,Medium
190314,Medium
190317,Medium
190318,Medium
190401,Medium
190402,Medium
190403,Medium
190404,Medium
190405,Medium
190501,Medium
190503,Medium
190504,Medium
190505,Medium
190506,Medium
190507,Medium
190508,Medium
190509,Medium
190608,Medium
191001,Medium
191002,Medium
191004,Medium
191005,Medium
191006,Medium
191007,Medium
191008,Medium
191009,Medium
191010,Medium
191011,Medium
191012,Medium
191303,Medium
200108,Medium
200203,Medium
200204,Medium
200502,Medium
200504,Medium
200505,Medium
200508,Medium
200510,Medium
200511,Medium
200601,Medium
200603,Medium
200606,Medium
200608,Medium
200609,Medium
200610,Medium
200615,Medium
200618,Medium
200620,Medium
200621,Medium
200622,Medium
200801,Medium
201003,Medium
240103,Medium
240104,Medium
240105,Medium
240108,Medium
240112,Medium
240113,Medium
240114,Medium
240201,Medium
240204,Medium
240209,Medium
240210,Medium
240213,Medium
240214,Medium
240307,Medium
240402,Medium
240405,Medium
240408,Medium
240409,Medium
240410,Medium
240412,Medium
240501,Medium
240502,Medium
240503,Medium
240504,Medium
240505,Medium
240506,Medium
240507,Medium
240508,Medium
240509,Medium
240510,Medium
240511,Medium
240512,Medium
240514,Medium
240515,Medium
240516,Medium
240701,Medium
240702,Medium
241101,Medium
241102,Medium
241105,Medium
250102,Medium
250103,Medium
250104,Medium
250105,Medium
250107,Medium
250108,Medium
250601,Medium
250602,Medium
250603,Medium
250604,Medium
250605,Medium
250608,Medium
260105,Medium
260301,Medium
260302,Medium
260303,Medium
260305,Medium
260306,Medium
260309,Medium
260310,Medium
260405,Medium
620406,Medium
620411,Medium
670606,Medium
700111,Medium
700401,Medium
700402,Medium
700403,Medium
700404,Medium
700410,Medium
700411,Medium
700412,Medium
700413,Medium
700604,Medium
700705,Medium
700711,Medium
700712,Medium
720102,Medium
720103,Medium
720104,Medium
720105,Medium
720108,Medium
720109,Medium
720112,Medium
720113,Medium
720115,Medium
720118,Medium
720119,Medium
720120,Medium
720402,Medium
720403,Medium
720404,Medium
720405,Medium
720406,Medium
720410,Medium
720501,Medium
720502,Medium
720503,Medium
720504,Medium
720507,Medium
720508,Medium
720509,Medium
720704,Medium
720705,Medium
730501,Medium
730502,Medium
730504,Medium
730506,Medium
730507,Medium
730508,Medium
730509,Medium
730512,Medium
730514,Medium
730606,Medium
730615,Medium
740105,Medium
740106,Medium
740107,Medium
740302,Medium
740303,Medium
740304,Medium
740305,Medium
740306,Medium
750103,Medium
750104,Medium
750105,Medium
750106,Medium
750108,Medium
750110,Medium
750201,Medium
750202,Medium
750203,Medium
750204,Medium
750205,Medium
750206,Medium
750207,Medium
750208,Medium
750209,Medium
750210,Medium
750211,Medium
750212,Medium
750213,Medium
750301,Medium
750302,Medium
750303,Medium
750305,Medium
750306,Medium
750307,Medium
