SubDistrictCode,AnimalTotal
830104,164
390209,173
190306,183
850407,440
730119,1161
710902,1529
201002,1708
210106,2564
190404,4800
470804,21
311010,53
470802,53
302802,58
410902,60
400302,70
190908,74
900301,78
170105,85
250112,105
270506,119
521202,135
570904,136
431503,138
721006,147
601002,159
270901,215
501509,224
670105,263
830106,440
841304,728
670601,1451
580508,20
331010,31
480507,37
430703,47
430103,57
332005,62
710707,67
401502,73
300901,82
560504,90
301201,91
901103,92
431703,106
800114,118
610102,125
170206,143
380704,171
170202,175
760119,178
450108,183
900309,197
130202,211
720307,215
670303,231
801605,254
180108,282
160703,295
801608,580
810503,5875
700405,11040
350413,57
901504,59
501506,65
520601,119
600507,125
501501,155
420503,202
860305,358
210110,4695
230108,7040
401001,17557
471106,31
820302,95
170201,110
420801,119
620408,124
350608,126
720806,151
342503,155
170303,157
430209,159
760104,168
841503,177
620203,201
801609,202
390603,243
760122,246
420103,743
660410,6816
711201,14034
410607,71
410416,73
400801,81
350609,85
480314,163
670705,229
920208,458
160411,1312
160616,44
760207,49
401614,56
860604,62
920803,76
960304,85
810204,115
530502,123
451904,125
520803,126
520904,141
810103,148
350106,230
412403,231
342004,275
501403,430
420402,434
730306,1243
440912,67
451409,96
360113,114
330403,117
360905,124
461805,125
300401,172
301501,205
471203,245
460805,253
610114,329
501903,345
930901,507
730308,2103
400803,74
303205,96
480103,107
450615,116
570304,132
920705,146
341901,168
650109,336
530110,472
570801,492
610603,3131
200704,7417
840802,69
300409,109
450806,136
451707,193
461002,217
670803,264
730507,395
431504,398
720402,1091
170108,1556
160614,9954
760301,14623
440512,38
461308,118
320909,172
300105,198
301419,213
670708,242
840904,354
640708,398
370402,1379
230304,2856
630106,3739
520306,111
320703,134
460710,158
430501,170
640308,176
410110,228
670114,247
650203,284
430117,473
330405,516
170608,3213
710506,94
320207,108
760703,174
451502,178
670408,219
410411,224
610503,336
340404,350
420405,560
190403,13442
331014,96
400104,125
540114,125
460109,160
341520,193
270504,203
480304,327
340721,703
460119,749
720505,2191
730118,2683
840407,186
341905,230
412001,261
301411,293
301009,329
571003,407
170602,494
610702,557
440902,73
160511,154
480112,159
370703,191
570510,301
930103,639
900604,1438
240902,47108
440402,204
402402,236
480305,236
501704,262
190802,328
311702,417
350102,421
260303,19178
210103,20772
320407,107
310301,109
460101,148
500502,204
461604,224
470601,805
350503,2284
930801,3216
400402,190
320905,260
160418,470
480906,84
560301,213
451301,251
451114,307
402005,356
303204,456
841102,640
510109,1136
520801,2440
530115,7298
471103,113
860706,135
330122,168
670205,288
301310,369
950111,414
520808,661
620114,1741
710609,1784
201003,32371
350407,112
270505,212
801304,221
310808,241
350704,282
311704,334
460705,348
601305,1274
800907,1474
431605,153
321402,172
490203,263
310907,372
150506,489
501505,83
350702,238
311005,269
501511,293
440111,382
331902,495
661105,770
710514,3389
300115,291
401606,310
330412,433
560204,509
660407,626
850104,685
310202,213
401506,239
450702,242
311803,305
312204,405
490302,437
321011,98
321602,234
461302,487
320911,216
710801,270
341117,362
412104,733
320206,138
310510,362
840303,453
540116,456
350105,777
530903,904
650808,1464
360103,27881
360706,396
560705,478
490506,589
530205,909
490101,1515
571106,202
490402,282
390504,537
471001,269
450602,289
560202,503
930113,2314
312002,219
470201,297
410108,505
860708,783
320406,422
361210,1117
440706,621
311201,654
770207,368
301011,476
311007,590
901303,940
301306,704
480505,1250
481102,1869
490109,320
170609,463
501701,774
480713,782
570806,876
341406,238
340302,575
360404,496
841716,750
560402,895
450909,1213
411006,277
311011,405
400711,574
343004,401
770201,623
330320,667
341411,819
700204,4117
402104,6790
481003,366
550909,294
471003,636
930110,1043
900203,1231
720711,7818
421101,2234
160407,42078
311801,513
550104,592
661003,670
421204,742
220703,2693
310205,233
550303,359
520305,788
670204,1295
301610,328
411903,553
501603,227
450406,614
330401,930
350813,1116
302803,2101
802103,11812
510202,112032
640109,1563
550708,3341
500403,413
440306,634
801103,1089
160307,221
530204,873
930511,3173
310117,434
411703,23865
500608,173
320105,359
331601,735
480807,987
440611,366
650404,899
650304,1122
380302,942
451104,1201
630401,336
302010,1949
490113,322
480111,625
320118,1000
440613,1366
331025,1517
711003,4914
350305,5652
620601,1635
401707,2667
310125,442
340205,516
521301,758
270203,902
451102,1432
650606,1423
490508,1099
342106,1449
840204,932
340701,1521
341402,549
341405,1203
520401,2977
310105,724
331022,1238
270703,2493
471504,518
571504,325
311503,455
302011,3163
310601,1452
580603,1438
650205,2110
440407,1403
620602,1998
551204,375
440506,677
550803,906
320310,379
440702,2009
571301,810
312001,1047
471701,1437
551302,468
451204,2131
320503,463
710906,888
571703,2476
571502,594
480803,1524
520901,659
451602,1485
560310,1040
341904,2444
931003,13085
500305,1452
471101,574
640405,6223
571101,997
320506,679
501207,2829
580109,1624
630701,1115
930701,23271
521303,2284
360201,8911
421403,3011
580704,1446
630502,1317
501003,39718
340720,12379
540603,30924
620301,7426
801402,10336
